id,url,status,timeMs,found,error
802002963,https://app.udeki.com/login?id/802002963,200,881,NO,
802002627,https://app.udeki.com/login?id/802002627,200,2617,NO,
802002992,https://app.udeki.com/login?id/802002992,200,1498,NO,
802002991,https://app.udeki.com/login?id/802002991,200,1615,NO,
802003024,https://app.udeki.com/login?id/802003024,200,1065,NO,
802003115,https://app.udeki.com/login?id/802003115,200,1458,NO,
802003099,https://app.udeki.com/login?id/802003099,200,1711,NO,
802003176,https://app.udeki.com/login?id/802003176,200,1173,NO,
802003356,https://app.udeki.com/login?id/802003356,200,1494,NO,
802003217,https://app.udeki.com/login?id/802003217,200,1796,NO,
802003613,https://app.udeki.com/login?id/802003613,200,853,NO,
802003453,https://app.udeki.com/login?id/802003453,200,1160,NO,
802003364,https://app.udeki.com/login?id/802003364,200,1366,NO,
802003789,https://app.udeki.com/login?id/802003789,200,1276,NO,
802003856,https://app.udeki.com/login?id/802003856,200,954,NO,
802003798,https://app.udeki.com/login?id/802003798,200,1269,NO,
802003797,https://app.udeki.com/login?id/802003797,200,1469,NO,
"801003964","https://app.udeki.com/login?id801003964",200,1844,"SI",""
"901071413","https://app.udeki.com/login?id901071413",200,1846,"SI",""
"801003965","https://app.udeki.com/login?id801003965",200,1422,"SI",""
"801003966","https://app.udeki.com/login?id801003966",200,2091,"SI",""
"801004151","https://app.udeki.com/login?id801004151",200,1496,"SI",""
"801004562","https://app.udeki.com/login?id801004562",200,1668,"SI",""
"801004588","https://app.udeki.com/login?id801004588",200,1899,"SI",""
"801004629","https://app.udeki.com/login?id801004629",200,1526,"SI",""
"801004631","https://app.udeki.com/login?id801004631",200,1218,"SI",""
"901071413","https://app.udeki.com/login?id901071413",200,3607,"SI","Bienvenido a Udeki"
"801003964","https://app.udeki.com/login?id801003964",200,3608,"SI","Bienvenido a Udeki"
"801003966","https://app.udeki.com/login?id801003966",200,1503,"SI","Bienvenido a Udeki"
"801003965","https://app.udeki.com/login?id801003965",200,2066,"SI","Bienvenido a Udeki"
"801004151","https://app.udeki.com/login?id801004151",200,1518,"SI","Bienvenido a Udeki"
"801004562","https://app.udeki.com/login?id801004562",200,1679,"SI","Bienvenido a Udeki"
"801004588","https://app.udeki.com/login?id801004588",200,1608,"SI","Bienvenido a Udeki"
"801004629","https://app.udeki.com/login?id801004629",200,2524,"SI","Bienvenido a Udeki"
"801004631","https://app.udeki.com/login?id801004631",200,2269,"SI","Bienvenido a Udeki"
"801004639","https://app.udeki.com/login?id801004639",200,1706,"SI","Bienvenido a Udeki"
"801004646","https://app.udeki.com/login?id801004646",200,2301,"SI","Bienvenido a Udeki"
"801004657","https://app.udeki.com/login?id801004657",200,2118,"SI","Bienvenido a Udeki"
"801004658","https://app.udeki.com/login?id801004658",200,1920,"SI","Bienvenido a Udeki"
"801004663","https://app.udeki.com/login?id801004663",200,2214,"SI","Bienvenido a Udeki"
"801004664","https://app.udeki.com/login?id801004664",200,1853,"SI","Bienvenido a Udeki"
"801004666","https://app.udeki.com/login?id801004666",200,2062,"SI","Bienvenido a Udeki"
"901071413","https://app.udeki.com/login?id=901071413",200,3383,"NO","Bienvenido a CENTRO NACIONAL DE PROGRAMAS TECNICOS CENPROT"
"801003964","https://app.udeki.com/login?id=801003964",200,3389,"SI","Bienvenido a Udeki"
"801003966","https://app.udeki.com/login?id=801003966",200,2033,"SI","Bienvenido a Udeki"
"801003965","https://app.udeki.com/login?id=801003965",200,2238,"SI","Bienvenido a Udeki"
"801004562","https://app.udeki.com/login?id=801004562",200,1579,"SI","Bienvenido a Udeki"
"801004151","https://app.udeki.com/login?id=801004151",200,2129,"SI","Bienvenido a Udeki"
"801004629","https://app.udeki.com/login?id=801004629",200,1516,"SI","Bienvenido a Udeki"
"801004588","https://app.udeki.com/login?id=801004588",200,1868,"SI","Bienvenido a Udeki"
"801004631","https://app.udeki.com/login?id=801004631",200,1968,"SI","Bienvenido a Udeki"
"801004639","https://app.udeki.com/login?id=801004639",200,2249,"SI","Bienvenido a Udeki"
"801004657","https://app.udeki.com/login?id=801004657",200,1709,"SI","Bienvenido a Udeki"
"801004646","https://app.udeki.com/login?id=801004646",200,2359,"SI","Bienvenido a Udeki"
"801004658","https://app.udeki.com/login?id=801004658",200,1419,"SI","Bienvenido a Udeki"
"801004663","https://app.udeki.com/login?id=801004663",200,1777,"SI","Bienvenido a Udeki"
"801004664","https://app.udeki.com/login?id=801004664",200,2058,"SI","Bienvenido a Udeki"
"801004666","https://app.udeki.com/login?id=801004666",200,2222,"SI","Bienvenido a Udeki"
"801004678","https://app.udeki.com/login?id=801004678",200,2308,"SI","Bienvenido a Udeki"
"801004740","https://app.udeki.com/login?id=801004740",200,2711,"SI","Bienvenido a Udeki"
"801004741","https://app.udeki.com/login?id=801004741",200,2157,"SI","Bienvenido a Udeki"
"801004798","https://app.udeki.com/login?id=801004798",200,2148,"SI","Bienvenido a Udeki"
"901071413","https://app.udeki.com/login?id=901071413",200,3154,"NO","Bienvenido a CENTRO NACIONAL DE PROGRAMAS TECNICOS CENPROT"
"801003964","https://app.udeki.com/login?id=801003964",200,3155,"SI","Bienvenido a Udeki"
"801003966","https://app.udeki.com/login?id=801003966",200,2009,"SI","Bienvenido a Udeki"
"801003965","https://app.udeki.com/login?id=801003965",200,2348,"SI","Bienvenido a Udeki"
"801004151","https://app.udeki.com/login?id=801004151",200,1783,"SI","Bienvenido a Udeki"
"801004562","https://app.udeki.com/login?id=801004562",200,1977,"SI","Bienvenido a Udeki"
"801004588","https://app.udeki.com/login?id=801004588",200,2185,"SI","Bienvenido a Udeki"
"801004629","https://app.udeki.com/login?id=801004629",200,2313,"SI","Bienvenido a Udeki"
"801004639","https://app.udeki.com/login?id=801004639",200,1589,"SI","Bienvenido a Udeki"
"801004631","https://app.udeki.com/login?id=801004631",200,3579,"SI","Bienvenido a Udeki"
"801004646","https://app.udeki.com/login?id=801004646",200,1655,"SI","Bienvenido a Udeki"
"801004657","https://app.udeki.com/login?id=801004657",200,1531,"SI","Bienvenido a Udeki"
"801004658","https://app.udeki.com/login?id=801004658",200,1512,"SI","Bienvenido a Udeki"
"801004663","https://app.udeki.com/login?id=801004663",200,1700,"SI","Bienvenido a Udeki"
"801004664","https://app.udeki.com/login?id=801004664",200,2293,"SI","Bienvenido a Udeki"
"801004666","https://app.udeki.com/login?id=801004666",200,1571,"SI","Bienvenido a Udeki"
"801004678","https://app.udeki.com/login?id=801004678",200,1468,"SI","Bienvenido a Udeki"
"801004740","https://app.udeki.com/login?id=801004740",200,2261,"SI","Bienvenido a Udeki"
"801004741","https://app.udeki.com/login?id=801004741",200,1973,"SI","Bienvenido a Udeki"
"801004798","https://app.udeki.com/login?id=801004798",200,1739,"SI","Bienvenido a Udeki"
"801004835","https://app.udeki.com/login?id=801004835",200,2209,"SI","Bienvenido a Udeki"
"801004910","https://app.udeki.com/login?id=801004910",200,1461,"SI","Bienvenido a Udeki"
"901071413","https://app.udeki.com/login?id=901071413",200,1685,"NO","Bienvenido a CENTRO NACIONAL DE PROGRAMAS TECNICOS CENPROT"
"801004930","https://app.udeki.com/login?id=801004930",200,3275,"SI","Bienvenido a Udeki"
"801004962","https://app.udeki.com/login?id=801004962",200,1737,"SI","Bienvenido a Udeki"
"802000318","https://app.udeki.com/login?id=802000318",200,2177,"SI","Bienvenido a Udeki"
"802000557","https://app.udeki.com/login?id=802000557",200,2693,"SI","Bienvenido a Udeki"
"802000747","https://app.udeki.com/login?id=802000747",200,2550,"SI","Bienvenido a Udeki"
"802000769","https://app.udeki.com/login?id=802000769",200,1982,"SI","Bienvenido a Udeki"
"802000796","https://app.udeki.com/login?id=802000796",200,1847,"SI","Bienvenido a Udeki"
"802000879","https://app.udeki.com/login?id=802000879",200,2333,"SI","Bienvenido a Udeki"
"802000963","https://app.udeki.com/login?id=802000963",200,1590,"SI","Bienvenido a Udeki"
"802000994","https://app.udeki.com/login?id=802000994",200,1507,"SI","Bienvenido a Udeki"
"802001062","https://app.udeki.com/login?id=802001062",200,2558,"SI","Bienvenido a Udeki"
"802001194","https://app.udeki.com/login?id=802001194",200,2214,"SI","Bienvenido a Udeki"
"802001202","https://app.udeki.com/login?id=802001202",200,1482,"SI","Bienvenido a Udeki"
"802001221","https://app.udeki.com/login?id=802001221",200,1494,"SI","Bienvenido a Udeki"
"802001226","https://app.udeki.com/login?id=802001226",200,1425,"SI","Bienvenido a Udeki"
"901071413","https://app.udeki.com/login?id=901071413",200,1860,"NO","Bienvenido a CENTRO NACIONAL DE PROGRAMAS TECNICOS CENPROT"
"802001393","https://app.udeki.com/login?id=802001393",200,1618,"SI","Bienvenido a Udeki"
"802001431","https://app.udeki.com/login?id=802001431",200,1538,"SI","Bienvenido a Udeki"
"802001425","https://app.udeki.com/login?id=802001425",200,3266,"SI","Bienvenido a Udeki"
"802001440","https://app.udeki.com/login?id=802001440",200,2101,"SI","Bienvenido a Udeki"
"802001512","https://app.udeki.com/login?id=802001512",200,1874,"SI","Bienvenido a Udeki"
"802001532","https://app.udeki.com/login?id=802001532",200,1716,"SI","Bienvenido a Udeki"
"802001550","https://app.udeki.com/login?id=802001550",200,2111,"SI","Bienvenido a Udeki"
"802001739","https://app.udeki.com/login?id=802001739",200,2083,"SI","Bienvenido a Udeki"
"802001774","https://app.udeki.com/login?id=802001774",200,1536,"SI","Bienvenido a Udeki"
"802001809","https://app.udeki.com/login?id=802001809",200,2069,"SI","Bienvenido a Udeki"
"802001962","https://app.udeki.com/login?id=802001962",200,2461,"SI","Bienvenido a Udeki"
"802002042","https://app.udeki.com/login?id=802002042",200,2305,"SI","Bienvenido a Udeki"
"802002043","https://app.udeki.com/login?id=802002043",200,2708,"SI","Bienvenido a Udeki"
"802002086","https://app.udeki.com/login?id=802002086",200,2523,"SI","Bienvenido a Udeki"
"802002122","https://app.udeki.com/login?id=802002122",200,1543,"SI","Bienvenido a Udeki"
"802002124","https://app.udeki.com/login?id=802002124",200,2313,"SI","Bienvenido a Udeki"
"802002223","https://app.udeki.com/login?id=802002223",200,2615,"SI","Bienvenido a Udeki"
"802002264","https://app.udeki.com/login?id=802002264",200,1923,"SI","Bienvenido a Udeki"
"802002313","https://app.udeki.com/login?id=802002313",200,2422,"SI","Bienvenido a Udeki"
"802002316","https://app.udeki.com/login?id=802002316",200,1572,"SI","Bienvenido a Udeki"
"802002321","https://app.udeki.com/login?id=802002321",200,1859,"SI","Bienvenido a Udeki"
"802002317","https://app.udeki.com/login?id=802002317",200,2245,"SI","Bienvenido a Udeki"
"802002580","https://app.udeki.com/login?id=802002580",200,1808,"SI","Bienvenido a Udeki"
"802002381","https://app.udeki.com/login?id=802002381",200,2205,"SI","Bienvenido a Udeki"
"802002627","https://app.udeki.com/login?id=802002627",200,1669,"SI","Bienvenido a Udeki"
"802002679","https://app.udeki.com/login?id=802002679",200,2455,"SI","Bienvenido a Udeki"
"802002680","https://app.udeki.com/login?id=802002680",200,1810,"SI","Bienvenido a Udeki"
"802002771","https://app.udeki.com/login?id=802002771",200,2490,"SI","Bienvenido a Udeki"
"802002867","https://app.udeki.com/login?id=802002867",200,2619,"SI","Bienvenido a Udeki"
"802002911","https://app.udeki.com/login?id=802002911",200,2073,"SI","Bienvenido a Udeki"
"802002963","https://app.udeki.com/login?id=802002963",200,2256,"SI","Bienvenido a Udeki"
"802002991","https://app.udeki.com/login?id=802002991",200,2371,"SI","Bienvenido a Udeki"
"802002992","https://app.udeki.com/login?id=802002992",200,2047,"SI","Bienvenido a Udeki"
"802003024","https://app.udeki.com/login?id=802003024",200,1791,"SI","Bienvenido a Udeki"
"802003099","https://app.udeki.com/login?id=802003099",200,1814,"SI","Bienvenido a Udeki"
"802003115","https://app.udeki.com/login?id=802003115",200,1745,"SI","Bienvenido a Udeki"
"802003176","https://app.udeki.com/login?id=802003176",200,2202,"SI","Bienvenido a Udeki"
"802003217","https://app.udeki.com/login?id=802003217",200,2556,"SI","Bienvenido a Udeki"
"802003356","https://app.udeki.com/login?id=802003356",200,2285,"SI","Bienvenido a Udeki"
"802003364","https://app.udeki.com/login?id=802003364",200,1730,"SI","Bienvenido a Udeki"
"802003453","https://app.udeki.com/login?id=802003453",200,2404,"SI","Bienvenido a Udeki"
"802003613","https://app.udeki.com/login?id=802003613",200,2109,"SI","Bienvenido a Udeki"
"802003789","https://app.udeki.com/login?id=802003789",200,2207,"SI","Bienvenido a Udeki"
"802003797","https://app.udeki.com/login?id=802003797",200,2103,"SI","Bienvenido a Udeki"
"802003798","https://app.udeki.com/login?id=802003798",200,2265,"SI","Bienvenido a Udeki"
"802003855","https://app.udeki.com/login?id=802003855",200,2471,"SI","Bienvenido a Udeki"
"802003856","https://app.udeki.com/login?id=802003856",200,1586,"SI","Bienvenido a Udeki"
"802003907","https://app.udeki.com/login?id=802003907",200,1886,"SI","Bienvenido a Udeki"
"802004051","https://app.udeki.com/login?id=802004051",200,2187,"SI","Bienvenido a Udeki"
"802004082","https://app.udeki.com/login?id=802004082",200,2534,"SI","Bienvenido a Udeki"
"802004115","https://app.udeki.com/login?id=802004115",200,1726,"SI","Bienvenido a Udeki"
"802004298","https://app.udeki.com/login?id=802004298",200,2005,"SI","Bienvenido a Udeki"
"802004372","https://app.udeki.com/login?id=802004372",200,2768,"SI","Bienvenido a Udeki"
"802004411","https://app.udeki.com/login?id=802004411",200,1725,"SI","Bienvenido a Udeki"
"802004479","https://app.udeki.com/login?id=802004479",200,1643,"SI","Bienvenido a Udeki"
"802004421","https://app.udeki.com/login?id=802004421",200,2184,"SI","Bienvenido a Udeki"
"802004490","https://app.udeki.com/login?id=802004490",200,2016,"SI","Bienvenido a Udeki"
"802004486","https://app.udeki.com/login?id=802004486",200,2314,"SI","Bienvenido a Udeki"
"802004637","https://app.udeki.com/login?id=802004637",200,2480,"SI","Bienvenido a Udeki"
"802004498","https://app.udeki.com/login?id=802004498",200,2683,"SI","Bienvenido a Udeki"
"802004708","https://app.udeki.com/login?id=802004708",200,1959,"SI","Bienvenido a Udeki"
"802004745","https://app.udeki.com/login?id=802004745",200,2040,"SI","Bienvenido a Udeki"
"802004896","https://app.udeki.com/login?id=802004896",200,1731,"SI","Bienvenido a Udeki"
"802004987","https://app.udeki.com/login?id=802004987",200,1788,"SI","Bienvenido a Udeki"
"802005031","https://app.udeki.com/login?id=802005031",200,1784,"SI","Bienvenido a Udeki"
"802005167","https://app.udeki.com/login?id=802005167",200,1576,"SI","Bienvenido a Udeki"
"802005206","https://app.udeki.com/login?id=802005206",200,1906,"SI","Bienvenido a Udeki"
"802005379","https://app.udeki.com/login?id=802005379",200,2211,"SI","Bienvenido a Udeki"
"802005796","https://app.udeki.com/login?id=802005796",200,1641,"SI","Bienvenido a Udeki"
"802005854","https://app.udeki.com/login?id=802005854",200,2241,"SI","Bienvenido a Udeki"
"802006311","https://app.udeki.com/login?id=802006311",200,2374,"SI","Bienvenido a Udeki"
"802006555","https://app.udeki.com/login?id=802006555",200,1702,"SI","Bienvenido a Udeki"
"802006583","https://app.udeki.com/login?id=802006583",200,1885,"SI","Bienvenido a Udeki"
"802006642","https://app.udeki.com/login?id=802006642",200,2161,"SI","Bienvenido a Udeki"
"802006717","https://app.udeki.com/login?id=802006717",200,1871,"SI","Bienvenido a Udeki"
"802006845","https://app.udeki.com/login?id=802006845",200,1428,"SI","Bienvenido a Udeki"
"802006858","https://app.udeki.com/login?id=802006858",200,1782,"SI","Bienvenido a Udeki"
"802006892","https://app.udeki.com/login?id=802006892",200,1946,"SI","Bienvenido a Udeki"
"802006904","https://app.udeki.com/login?id=802006904",200,1614,"SI","Bienvenido a Udeki"
"802006924","https://app.udeki.com/login?id=802006924",200,2400,"SI","Bienvenido a Udeki"
"802006935","https://app.udeki.com/login?id=802006935",200,1894,"SI","Bienvenido a Udeki"
"802006958","https://app.udeki.com/login?id=802006958",200,1651,"SI","Bienvenido a Udeki"
"802006959","https://app.udeki.com/login?id=802006959",200,2389,"SI","Bienvenido a Udeki"
"802006977","https://app.udeki.com/login?id=802006977",200,2847,"SI","Bienvenido a Udeki"
"802007050","https://app.udeki.com/login?id=802007050",200,1941,"SI","Bienvenido a Udeki"
"802007074","https://app.udeki.com/login?id=802007074",200,1857,"SI","Bienvenido a Udeki"
"802007111","https://app.udeki.com/login?id=802007111",200,1413,"SI","Bienvenido a Udeki"
"802007167","https://app.udeki.com/login?id=802007167",200,1639,"SI","Bienvenido a Udeki"
"802007115","https://app.udeki.com/login?id=802007115",200,1958,"SI","Bienvenido a Udeki"
"802007181","https://app.udeki.com/login?id=802007181",200,2069,"SI","Bienvenido a Udeki"
"802007212","https://app.udeki.com/login?id=802007212",200,2204,"SI","Bienvenido a Udeki"
"802007249","https://app.udeki.com/login?id=802007249",200,1625,"SI","Bienvenido a Udeki"
"802007223","https://app.udeki.com/login?id=802007223",200,3293,"SI","Bienvenido a Udeki"
"802007251","https://app.udeki.com/login?id=802007251",200,1696,"SI","Bienvenido a Udeki"
"802007316","https://app.udeki.com/login?id=802007316",200,1780,"SI","Bienvenido a Udeki"
"802007331","https://app.udeki.com/login?id=802007331",200,2324,"SI","Bienvenido a Udeki"
"802007332","https://app.udeki.com/login?id=802007332",200,2515,"SI","Bienvenido a Udeki"
"802007333","https://app.udeki.com/login?id=802007333",200,1760,"SI","Bienvenido a Udeki"
"802007336","https://app.udeki.com/login?id=802007336",200,1672,"SI","Bienvenido a Udeki"
"802007337","https://app.udeki.com/login?id=802007337",200,2393,"SI","Bienvenido a Udeki"
"802007346","https://app.udeki.com/login?id=802007346",200,2373,"SI","Bienvenido a Udeki"
"802007350","https://app.udeki.com/login?id=802007350",200,2138,"SI","Bienvenido a Udeki"
"802007352","https://app.udeki.com/login?id=802007352",200,1760,"SI","Bienvenido a Udeki"
"802007353","https://app.udeki.com/login?id=802007353",200,1908,"SI","Bienvenido a Udeki"
"802007370","https://app.udeki.com/login?id=802007370",200,1636,"SI","Bienvenido a Udeki"
"802007373","https://app.udeki.com/login?id=802007373",200,1813,"SI","Bienvenido a Udeki"
"802007385","https://app.udeki.com/login?id=802007385",200,1768,"SI","Bienvenido a Udeki"
"802007414","https://app.udeki.com/login?id=802007414",200,1837,"SI","Bienvenido a Udeki"
"802007431","https://app.udeki.com/login?id=802007431",200,1715,"SI","Bienvenido a Udeki"
"802007474","https://app.udeki.com/login?id=802007474",200,1816,"SI","Bienvenido a Udeki"
"802007497","https://app.udeki.com/login?id=802007497",200,1892,"SI","Bienvenido a Udeki"
"802007501","https://app.udeki.com/login?id=802007501",200,1624,"SI","Bienvenido a Udeki"
"802007544","https://app.udeki.com/login?id=802007544",200,2104,"SI","Bienvenido a Udeki"
"802007548","https://app.udeki.com/login?id=802007548",200,2141,"SI","Bienvenido a Udeki"
"802007559","https://app.udeki.com/login?id=802007559",200,2027,"SI","Bienvenido a Udeki"
"802007590","https://app.udeki.com/login?id=802007590",200,2505,"SI","Bienvenido a Udeki"
"802007592","https://app.udeki.com/login?id=802007592",200,2278,"SI","Bienvenido a Udeki"
"802007601","https://app.udeki.com/login?id=802007601",200,2265,"SI","Bienvenido a Udeki"
"802007643","https://app.udeki.com/login?id=802007643",200,1855,"SI","Bienvenido a Udeki"
"802007707","https://app.udeki.com/login?id=802007707",200,1589,"SI","Bienvenido a Udeki"
"802007712","https://app.udeki.com/login?id=802007712",200,2267,"SI","Bienvenido a Udeki"
"802007725","https://app.udeki.com/login?id=802007725",200,2542,"SI","Bienvenido a Udeki"
"802007768","https://app.udeki.com/login?id=802007768",200,2361,"SI","Bienvenido a Udeki"
"802007817","https://app.udeki.com/login?id=802007817",200,2062,"SI","Bienvenido a Udeki"
"802008139","https://app.udeki.com/login?id=802008139",200,1952,"SI","Bienvenido a Udeki"
"802008147","https://app.udeki.com/login?id=802008147",200,2117,"SI","Bienvenido a Udeki"
"802008214","https://app.udeki.com/login?id=802008214",200,2479,"SI","Bienvenido a Udeki"
"802008301","https://app.udeki.com/login?id=802008301",200,1959,"SI","Bienvenido a Udeki"
"802008429","https://app.udeki.com/login?id=802008429",200,1669,"SI","Bienvenido a Udeki"
"802008543","https://app.udeki.com/login?id=802008543",200,2194,"SI","Bienvenido a Udeki"
"802008685","https://app.udeki.com/login?id=802008685",200,1867,"SI","Bienvenido a Udeki"
"802008704","https://app.udeki.com/login?id=802008704",200,1557,"SI","Bienvenido a Udeki"
"802008775","https://app.udeki.com/login?id=802008775",200,1904,"SI","Bienvenido a Udeki"
"802009160","https://app.udeki.com/login?id=802009160",200,2213,"SI","Bienvenido a Udeki"
"802009214","https://app.udeki.com/login?id=802009214",200,1958,"SI","Bienvenido a Udeki"
"802009324","https://app.udeki.com/login?id=802009324",200,1752,"SI","Bienvenido a Udeki"
"802009383","https://app.udeki.com/login?id=802009383",200,1990,"SI","Bienvenido a Udeki"
"802009675","https://app.udeki.com/login?id=802009675",200,2166,"SI","Bienvenido a Udeki"
"802009991","https://app.udeki.com/login?id=802009991",200,2381,"SI","Bienvenido a Udeki"
"802010570","https://app.udeki.com/login?id=802010570",200,1612,"SI","Bienvenido a Udeki"
"802010660","https://app.udeki.com/login?id=802010660",200,1641,"SI","Bienvenido a Udeki"
"802010611","https://app.udeki.com/login?id=802010611",200,2085,"SI","Bienvenido a Udeki"
"802010704","https://app.udeki.com/login?id=802010704",200,1924,"SI","Bienvenido a Udeki"
"802010806","https://app.udeki.com/login?id=802010806",200,2368,"SI","Bienvenido a Udeki"
"802010850","https://app.udeki.com/login?id=802010850",200,1895,"SI","Bienvenido a Udeki"
"802011033","https://app.udeki.com/login?id=802011033",200,2102,"SI","Bienvenido a Udeki"
"802011172","https://app.udeki.com/login?id=802011172",200,2038,"SI","Bienvenido a Udeki"
"802011527","https://app.udeki.com/login?id=802011527",200,2432,"SI","Bienvenido a Udeki"
"802011580","https://app.udeki.com/login?id=802011580",200,1868,"SI","Bienvenido a Udeki"
"802011719","https://app.udeki.com/login?id=802011719",200,1875,"SI","Bienvenido a Udeki"
"802011734","https://app.udeki.com/login?id=802011734",200,2694,"SI","Bienvenido a Udeki"
"802012581","https://app.udeki.com/login?id=802012581",200,1884,"SI","Bienvenido a Udeki"
"802012629","https://app.udeki.com/login?id=802012629",200,1709,"SI","Bienvenido a Udeki"
"802012727","https://app.udeki.com/login?id=802012727",200,1542,"SI","Bienvenido a Udeki"
"802012996","https://app.udeki.com/login?id=802012996",200,1910,"SI","Bienvenido a Udeki"
"802013413","https://app.udeki.com/login?id=802013413",200,2131,"SI","Bienvenido a Udeki"
"802014036","https://app.udeki.com/login?id=802014036",200,2005,"SI","Bienvenido a Udeki"
"802014062","https://app.udeki.com/login?id=802014062",200,1900,"SI","Bienvenido a Udeki"
"802014518","https://app.udeki.com/login?id=802014518",200,1474,"SI","Bienvenido a Udeki"
"802014231","https://app.udeki.com/login?id=802014231",200,1852,"SI","Bienvenido a Udeki"
"802015935","https://app.udeki.com/login?id=802015935",200,1607,"SI","Bienvenido a Udeki"
"802014604","https://app.udeki.com/login?id=802014604",200,1812,"SI","Bienvenido a Udeki"
"802016190","https://app.udeki.com/login?id=802016190",200,1850,"SI","Bienvenido a Udeki"
"802016204","https://app.udeki.com/login?id=802016204",200,2143,"SI","Bienvenido a Udeki"
"802016569","https://app.udeki.com/login?id=802016569",200,2073,"SI","Bienvenido a Udeki"
"802016852","https://app.udeki.com/login?id=802016852",200,1774,"SI","Bienvenido a Udeki"
"802018644","https://app.udeki.com/login?id=802018644",200,2091,"SI","Bienvenido a Udeki"
"802017032","https://app.udeki.com/login?id=802017032",200,2501,"SI","Bienvenido a Udeki"
